app_id,name,release_date,price,metacritic_url,categories,genres,tags
1272080,PAYDAY 3,2023-09-21,14.99,https://www.metacritic.com/game/pc/payday-3?ftag=MCD-06-10aaa1f,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure,RPG","Heist,Co-op,Crime,Action,Multiplayer,FPS,Shooter,Stealth,Tactical,America,Online Co-Op,Dark Humor,First-Person,PvE,Gun Customization,RPG,Combat,3D,Realistic,Shoot 'Em Up"
2742010,Off-Road: Redneck Racing,2024-02-12,7.99,https://www.metacritic.com/game/pc/off-road-redneck-racing?ftag=MCD-06-10aaa1f,"Single-player,Multi-player,PvP,LAN PvP,Steam Cloud,Family Sharing","Action,Racing","Racing,Cartoon,Arcade,Driving,First-Person,3D,Funny,PvP,PvE,Controller,Vehicular Combat,Third Person,Split Screen,Capitalism,Military,Offroad,Comedy,Physics,Destruction,Anime"
1147860,UFO 50,2024-09-18,18.74,https://www.metacritic.com/game/pc/ufo-50?ftag=MCD-06-10aaa1f,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing","Action,Adventure,Indie,RPG,Strategy","Indie,Pixel Graphics,Action,Retro,Strategy,RPG,2D,Adventure,Arcade,Difficult,Casual,1980s,Local Multiplayer,Minigames,Rogue-like,2D Platformer,Puzzle,Platformer,Great Soundtrack,Sports"
1088850,Marvel's Guardians of the Galaxy,2021-10-26,8.99,https://www.metacritic.com/game/pc/marvels-guardians-of-the-galaxy?ftag=MCD-06-10aaa1f,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing","Action,Adventure","Singleplayer,Story Rich,Action,Action-Adventure,Superhero,Third-Person Shooter,Choices Matter,Comedy,Sci-fi,Adventure,Exploration,Space,Shooter,Cinematic,Great Soundtrack,Atmospheric,Aliens,RPG,Open World,Multiplayer"
1898290,LEGO® Bricktales,2022-10-12,4.49,https://www.metacritic.com/game/pc/lego-bricktales?ftag=MCD-06-10aaa1f,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Simulation","Puzzle,LEGO,Cozy,Colorful,Design & Illustration,Family Friendly,Controller,Casual,Isometric,Singleplayer,Top-Down,Relaxing,3D,Funny,Atmospheric,Building,Adventure,Physics,Sandbox,Comedy"
1234430,Ad Infinitum,2023-09-14,5.24,https://www.metacritic.com/game/pc/ad-infinitum?ftag=MCD-06-10aaa1f,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure","Horror,Action,Psychological Horror,First-Person,Atmospheric,Survival Horror,Singleplayer,Dark,Gore,Survival,Adventure,Indie,World War I,Story Rich,Puzzle,Exploration,Violent,Mystery,War,Historical"
2386310,Ultros,2024-02-13,9.99,https://www.metacritic.com/game/pc/ultros?ftag=MCD-06-10aaa1f,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie","Metroidvania,Adventure,Platformer,Sci-fi,2D Platformer,Female Protagonist,Exploration,Action,Psychedelic,Singleplayer,2D,Colorful,Hand-drawn,Rogue-lite,Roguevania,Stylized,Soundtrack,Atmospheric,Mystery,Combat"
1798020,Mega Man Battle Network Legacy Collection Vol. 2,2023-04-13,12.79,https://www.metacritic.com/game/pc/mega-man-battle-network-legacy-collection-vol-2?ftag=MCD-06-10aaa1f,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,RPG","RPG,Action,Action RPG,Pixel Graphics,Singleplayer,Deckbuilding,PvP,Retro,Trading,2D,Science,PvE,JRPG,Anime,Sci-fi,CRPG"
2634890,MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,2024-09-11,24.99,https://www.metacritic.com/game/pc/marvel-vs-capcom-fighting-collection-arcade-classics?ftag=MCD-06-10aaa1f,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",Action,"Action,2D Fighter,Multiplayer,Beat 'em up,Singleplayer,Comic Book,Pixel Graphics,Retro,Superhero,1990's,Fighting,Local Multiplayer,Arcade,Online Co-Op,Score Attack,Classic,Local Co-Op,Co-op,Great Soundtrack"
1920100,Backfirewall_,2023-01-30,5.99,https://www.metacritic.com/game/pc/backfirewall_?ftag=MCD-06-10aaa1f,"Single-player,Full controller support,Steam Cloud,Family Sharing","Adventure,Casual,Indie","Adventure,Narration,Comedy,Casual,First-Person,Story Rich,Puzzle,Exploration,Funny,Singleplayer,Indie,3D,Physics,Minimalist"
